,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class
C17H22O7S,17,22,7,0,0,1,0,0,CHOS,Lignin,370.108460744997,0.440427388210885,2,C17H22O7S,0,0.2,7,0,-1,70.3588235294118,368.689042598355,0.310957401644771,-0.352941176470588,0.411764705882353,1.29411764705882,0,0,NA,Lignin,Lignin,Other
C17H22O9,17,22,9,0,0,0,0,0,CHO,Lignin,370.126334354415,0.129552211328596,2,C17H22O9,0,0.2,7,-2,-2,67.0058823529412,368.706896249941,0.293103750058719,-0.235294117647059,0.529411764705882,1.29411764705882,0,0,NA,Lignin,Lignin,Other
C14H26O9S,14,26,9,0,0,1,0,0,CHOS,AminoSugar,370.129378369565,1.01249443300591,1,C14H26O9S,0,0,2,-7,-8,72.5142857142857,368.709936866117,0.290063133883223,-0.428571428571429,0.642857142857143,1.85714285714286,0,0,NA,Other,Amino Sugar,Other
C14H27O9P,14,27,9,0,0,0,1,0,CHOP,AminoSugar,370.139290734304,-0.0587851790063022,3,C14H27O9P,0,0,2,-7,-8,88.8,368.719838162621,0.280161837379239,-1,0.642857142857143,1.92857142857143,0,0.0714285714285714,0,Other,Amino Sugar,Other
C18H27O6P,18,27,6,0,0,0,1,0,CHOP,Protein,370.154604581058,-0.214698823950699,1,C18H27O6P,0,0.142857142857143,6,0,-1,91.9666666666667,368.735134909797,0.26486509020333,-1.11111111111111,0.333333333333333,1.5,0,0.0555555555555556,0,Protein,Protein,Lipid
C18H26O8,18,26,8,0,0,0,0,0,CHO,Lignin,370.162698495794,0.187257132904775,2,C18H26O8,0,0.142857142857143,6,-2,-2,76.1333333333333,368.743219786795,0.25678021320482,-0.555555555555555,0.444444444444444,1.44444444444444,0,0,NA,Lignin,Lignin,Other
C15H31O8P,15,31,8,0,0,0,1,0,CHOP,Protein,370.175810960224,-0.422713531426782,2,C15H31O8P,0,0,1,-7,-8,98.3,368.75631760973,0.243682390269782,-1.33333333333333,0.533333333333333,2.06666666666667,0,0.0666666666666667,0,Other,Protein,Lipid
C19H31O5P,19,31,5,0,0,0,1,0,CHOP,Lipid,370.191056750478,-0.394755291427708,2,C19H31O5P,0,0.0967741935483871,5,0,-1,99.3,368.771546376399,0.228453623601297,-1.36842105263158,0.263157894736842,1.63157894736842,0,0.0526315789473684,0,Lipid,Lipid,Lipid
C19H30O7,19,30,7,0,0,0,0,0,CHO,Protein,370.199050757778,0.277039939113364,2,C19H30O7,0,0.0967741935483871,5,-2,-2,84.3,368.779531457519,0.220468542481285,-0.842105263157895,0.368421052631579,1.57894736842105,0,0,NA,Protein,Protein,Other
C16H35O7P,16,35,7,0,0,0,1,0,CHOP,Protein,370.212051081941,-0.029965909590878,1,C16H35O7P,0,0,0,-7,-8,106.6125,368.792517265404,0.207482734596397,-1.625,0.4375,2.1875,0,0.0625,0,Other,Protein,Lipid
C20H34O6,20,34,6,0,0,0,0,0,CHO,Protein,370.235499530035,0.106132353469851,1,C20H34O6,0,0.0588235294117647,4,-2,-2,91.65,368.815939530751,0.184060469249061,-1.1,0.3,1.7,0,0,NA,Lipid;Protein,Lipid,Other
C21H38O5,21,38,5,0,0,0,0,0,CHO,Lipid,370.271821452721,0.2778433926671,1,C21H38O5,0,0.027027027027027,3,-2,-2,98.3,368.852220896054,0.147779103946391,-1.33333333333333,0.238095238095238,1.80952380952381,0,0,NA,Lipid,Lipid,Other
C22H42O4,22,42,4,0,0,0,0,0,CHO,Lipid,370.308244732833,0.175809660882807,1,C22H42O4,0,0,2,-2,-2,104.345454545455,368.888603505606,0.111396494394398,-1.54545454545455,0.181818181818182,1.90909090909091,0,0,NA,Lipid,Lipid,Other
C15H5O9N3,15,5,9,3,0,0,0,0,CHON,ConHC,371.002619227138,-0.109034641307821,3,C15H5O9N3,1,1,15,6,3,18.5,369.582202655147,0.417797344852943,1.46666666666667,0.6,0.333333333333333,0.2,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C17H9O9N,17,9,9,1,0,0,0,0,CHON,ConHC,371.027716471821,0.0388681986890353,2,C17H9O9N,0.571428571428571,0.739130434782609,14,5,4,40.1823529411765,369.607271876022,0.392728123977577,0.705882352941177,0.529411764705882,0.529411764705882,0.0588235294117647,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C14H13O11N,14,13,11,1,0,0,0,0,CHON,Tannin,371.048749926304,0.29737142720256,2,C14H13O11N,0,0.333333333333333,9,-2,-3,35.8714285714286,369.628281844362,0.371718155637723,0.857142857142857,0.785714285714286,0.928571428571429,0.0714285714285714,0,NA,Tannin,Tannin,Other
C18H13O8N,18,13,8,1,0,0,0,0,CHON,ConHC,371.064036090208,0.216429199546188,3,C18H13O8N,0.444444444444444,0.615384615384615,13,5,4,50.8,369.643550939599,0.356449060400962,0.333333333333333,0.444444444444444,0.722222222222222,0.0555555555555556,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C15H18O8NP,15,18,8,1,0,0,1,0,CHONP,Lignin,371.077182408817,-0.483293033544769,2,C15H18O8NP,0,0.222222222222222,8,0,-2,67.9,369.656682578911,0.343317421088727,-0.266666666666667,0.533333333333333,1.2,0.0666666666666667,0.0666666666666667,1,Lignin,Lignin,Phytochemical
C12H22O10NP,12,22,10,1,0,0,1,0,CHONP,Carb,371.098296150808,-0.441145673977994,2,C12H22O10NP,0,0,3,-7,-9,69.8,369.677772745109,0.322227254890663,-0.333333333333333,0.833333333333333,1.83333333333333,0.0833333333333333,0.0833333333333333,1,Carbohydrate,Carbohydrate,Amino Sugar
C19H17O7N,19,17,7,1,0,0,0,0,CHON,Lignin,371.100362742751,0.375000573726564,3,C19H17O7N,0.363636363636364,0.517241379310345,12,5,4,60.3,369.679837029477,0.320162970522688,0,0.368421052631579,0.894736842105263,0.0526315789473684,0,NA,Lignin,Lignin,Other
C16H21O9N,16,21,9,1,0,0,0,0,CHON,Lignin,371.121525560254,0.284860723017883,2,C16H21O9N,0,0.142857142857143,7,-2,-3,60.3,369.700976216389,0.299023783610778,0,0.5625,1.3125,0.0625,0,NA,Lignin,Lignin,Other
C13H26O9NP,13,26,9,1,0,0,1,0,CHONP,AminoSugar,371.134597407698,-0.214097523030688,2,C13H26O9NP,0,0,2,-7,-9,82.2230769230769,369.714033467692,0.285966532308407,-0.769230769230769,0.692307692307692,2,0.0769230769230769,0.0769230769230769,1,Carbohydrate,Amino Sugar,Amino Sugar
C16H4O11,16,4,11,0,0,0,0,0,CHO,ConHC,371.975536160569,-0.470969330529696,2,C16H4O11,0.8,0.904761904761905,15,4,4,28.2375,370.554033220839,0.445966779161438,1.125,0.6875,0.25,0,0,NA,Other,Cond Hydrocarbon,Other
C18H4O6N4,18,4,6,4,0,0,0,0,CHON,ConHC,372.013033535952,0.135333559082103,2,C18H4O6N4,1.125,1.09090909090909,19,13,9,28.6333333333333,370.591488726317,0.408511273682791,1.11111111111111,0.333333333333333,0.222222222222222,0.222222222222222,0,NA,Other,Cond Hydrocarbon,Other
C14H12O12,14,12,12,0,0,0,0,0,CHO,Tannin,372.032731352107,0.388402096124678,2,C14H12O12,0,0.375,9,-3,-3,35.8714285714286,370.611164547715,0.388835452285264,0.857142857142857,0.857142857142857,0.857142857142857,0,0,NA,Tannin,Tannin,Other
C18H12O9,18,12,9,0,0,0,0,0,CHO,ConHC,372.048061740366,0.188802849708792,2,C18H12O9,0.444444444444444,0.62962962962963,13,4,4,50.8,370.626477817925,0.373522182074794,0.333333333333333,0.5,0.666666666666667,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C15H16O9S,15,16,9,0,0,1,0,0,CHOS,Lignin,372.051361337745,0.380229102148543,2,C15H16O9S,0,0.263157894736842,8,-1,-2,52.7,370.629773730944,0.370226269055706,0.266666666666667,0.6,1.06666666666667,0,0,NA,Lignin,Lignin,Other
C19H17O4SP,19,17,4,0,0,1,1,0,CHOSP,Lignin,372.058654085336,-0.370509420080713,2,C19H17O4SP,0.461538461538462,0.533333333333333,12,8,6,78.3,370.637058335388,0.36294166461181,-0.631578947368421,0.210526315789474,0.894736842105263,0,0.0526315789473684,0,Other,Lignin,Phytochemical
C15H16O11,15,16,11,0,0,0,0,0,CHO,Tannin,372.069239415014,0.0589720493048526,4,C15H16O11,0,0.263157894736842,8,-3,-3,48.9,370.647631845393,0.352368154607461,0.4,0.733333333333333,1.06666666666667,0,0,NA,Tannin,Tannin,Other
C19H16O8,19,16,8,0,0,0,0,0,CHO,Lignin,372.084455752913,0.165923315621282,2,C19H16O8,0.363636363636364,0.533333333333333,12,4,4,60.3,370.662831192593,0.337168807407295,0,0.421052631578947,0.842105263157895,0,0,NA,Lignin,Lignin,Other
C16H20O8S,16,20,8,0,0,1,0,0,CHOS,Lignin,372.087633570536,0.68461900183119,2,C16H20O8S,0,0.181818181818182,7,-1,-2,63.8625,370.666005461836,0.333994538163836,-0.125,0.5,1.25,0,0,NA,Lignin,Lignin,Other
C16H21O8P,16,21,8,0,0,0,1,0,CHOP,Lignin,372.097488605802,-0.226942949523381,2,C16H21O8P,0,0.181818181818182,7,-1,-2,78.1125,370.675849492882,0.324150507118247,-0.625,0.5,1.3125,0,0.0625,0,Lignin,Lignin,Phytochemical
C16H20O10,16,20,10,0,0,0,0,0,CHO,Lignin,372.105523151826,0.332462610974446,3,C16H20O10,0,0.181818181818182,7,-3,-3,60.3,370.68387506746,0.316124932540163,0,0.625,1.25,0,0,NA,Lignin,Lignin,Other
C15H21O7N2P,15,21,7,2,0,0,1,0,CHONP,Lignin,372.108617312786,0.0543830827251612,2,C15H21O7N2P,0,0.0588235294117647,7,0,-3,71.7,370.686965773452,0.313034226547927,-0.4,0.466666666666667,1.4,0.133333333333333,0.0666666666666667,2,Lignin,Lignin,Protein
C13H25O10P,13,25,10,0,0,0,1,0,CHOP,Carb,372.118519342621,0.0381353727972335,4,C13H25O10P,0,0,2,-8,-9,82.2230769230769,370.696856746592,0.303143253407882,-0.769230769230769,0.769230769230769,1.92307692307692,0,0.0769230769230769,0,Carbohydrate,Carbohydrate,Other
C20H20O7,20,20,7,0,0,0,0,0,CHO,Lignin,372.12081262325,0.242860509728961,2,C20H20O7,0.307692307692308,0.454545454545455,11,4,4,68.85,370.699147466523,0.30085253347653,-0.3,0.35,1,0,0,NA,Lignin,Lignin,Other
C19H21O4N2P,19,21,4,2,0,0,1,0,CHONP,Lignin,372.124045623357,-0.408305935552236,2,C19H21O4N2P,0.333333333333333,0.428571428571429,11,7,4,78.3,370.702376856634,0.297623143366309,-0.631578947368421,0.210526315789474,1.10526315789474,0.105263157894737,0.0526315789473684,2,Other,Lignin,Phytochemical
C17H25O7P,17,25,7,0,0,0,1,0,CHOP,Lignin,372.133939831356,-0.403521797341938,2,C17H25O7P,0,0.12,6,-1,-2,87.1235294117647,370.712260016672,0.287739983328379,-0.941176470588236,0.411764705882353,1.47058823529412,0,0.0588235294117647,0,Protein,Lignin,Lipid
C17H24O9,17,24,9,0,0,0,0,0,CHO,Lignin,372.141999356862,0.0887092516753379,2,C17H24O9,0,0.12,6,-3,-3,70.3588235294118,370.720310542839,0.279689457160543,-0.352941176470588,0.529411764705882,1.41176470588235,0,0,NA,Lignin,Lignin,Other
C14H29O9P,14,29,9,0,0,0,1,0,CHOP,AminoSugar,372.155043026143,-0.333157767763742,2,C14H29O9P,0,0,1,-8,-9,92.8714285714286,370.733339647443,0.26666035255721,-1.14285714285714,0.642857142857143,2.07142857142857,0,0.0714285714285714,0,Other,Amino Sugar,Other
C21H24O6,21,24,6,0,0,0,0,0,CHO,Lignin,372.157148781428,0.375437022005446,1,C21H24O6,0.266666666666667,0.388888888888889,10,4,4,76.5857142857143,370.735443051423,0.264556948577365,-0.571428571428571,0.285714285714286,1.14285714285714,0,0,NA,Lignin,Lignin,Other
C18H29O6P,18,29,6,0,0,0,1,0,CHOP,Protein,372.170262929709,-0.235795863992508,1,C18H29O6P,0,0.0714285714285714,5,-1,-2,95.1333333333333,370.748542556329,0.251457443671484,-1.22222222222222,0.333333333333333,1.61111111111111,0,0.0555555555555556,0,Protein,Protein,Lipid
C18H28O8,18,28,8,0,0,0,0,0,CHO,Protein,372.178293965104,0.332933160981707,2,C18H28O8,0,0.0714285714285714,5,-3,-3,79.3,370.756564624198,0.243435375802392,-0.666666666666667,0.444444444444444,1.55555555555556,0,0,NA,Protein,Protein,Other
C15H33O8P,15,33,8,0,0,0,1,0,CHOP,Protein,372.191381359747,-0.206382120610817,2,C15H33O8P,0,0,0,-8,-9,102.1,370.769637405339,0.230362594661131,-1.46666666666667,0.533333333333333,2.2,0,0.0666666666666667,0,Other,Protein,Lipid
C19H33O5P,19,33,5,0,0,0,1,0,CHOP,Lipid,372.206745318249,-0.496064220892702,2,C19H33O5P,0,0.032258064516129,4,-1,-2,102.3,370.784984208308,0.215015791692451,-1.47368421052632,0.263157894736842,1.73684210526316,0,0.0526315789473684,0,Lipid,Lipid,Lipid
C19H32O7,19,32,7,0,0,0,0,0,CHO,Protein,372.214820594619,-0.0462440450836834,1,C19H32O7,0,0.032258064516129,4,-3,-3,87.3,370.793050467752,0.206949532248132,-0.947368421052632,0.368421052631579,1.68421052631579,0,0,NA,Protein,Protein,Other
C20H36O6,20,36,6,0,0,0,0,0,CHO,Protein,372.251070076189,0.319171711598473,1,C20H36O6,0,0,3,-3,-3,94.5,370.829259472827,0.170740527173109,-1.2,0.3,1.8,0,0,NA,Lipid;Protein,Lipid,Other
C21H40O5,21,40,5,0,0,0,0,0,CHO,Lipid,372.287606362116,-0.0858680630478856,1,C21H40O5,0,0,2,-3,-3,101.014285714286,370.865754962011,0.134245037989444,-1.42857142857143,0.238095238095238,1.9047619047619,0,0,NA,Lipid,Lipid,Other
C14H15O11N,14,15,11,1,0,0,0,0,CHON,Tannin,373.064535281515,-0.0668831063183805,3,C14H15O11N,0,0.2,8,-3,-4,39.9428571428571,371.641816355637,0.358183644362555,0.714285714285714,0.785714285714286,1.07142857142857,0.0714285714285714,0,NA,Tannin,Tannin,Other
C15H20O8NP,15,20,8,1,0,0,1,0,CHONP,Lignin,373.092705053437,-0.139159615236488,3,C15H20O8NP,0,0.111111111111111,7,-1,-3,71.7,371.66995467294,0.330045327059565,-0.4,0.533333333333333,1.33333333333333,0.0666666666666667,0.0666666666666667,1,Lignin,Lignin,Lipid
C12H24O10NP,12,24,10,1,0,0,1,0,CHONP,Carb,373.113934470747,-0.407286175640524,2,C12H24O10NP,0,0,2,-8,-10,74.55,371.691160385293,0.308839614706585,-0.5,0.833333333333333,2,0.0833333333333333,0.0833333333333333,1,Carbohydrate,Carbohydrate,Amino Sugar
C19H19O7N,19,19,7,1,0,0,0,0,CHON,Lignin,373.116096424035,0.148869925460447,3,C19H19O7N,0.272727272727273,0.448275862068966,11,4,3,63.3,371.693319924525,0.306680075474958,-0.105263157894737,0.368421052631579,1,0.0526315789473684,0,NA,Lignin,Lignin,Other
C21H44O2NP,21,44,2,1,0,0,1,0,CHONP,Lipid,373.311025402747,-0.158663803597768,1,C21H44O2NP,0,0,1,-1,-3,117.3,371.888031243798,0.111968756201975,-2,0.0952380952380952,2.0952380952381,0.0476190476190476,0.0476190476190476,1,Lipid,Lipid;Unsat Hydrocarbon,Lipid
C17H10O10,17,10,10,0,0,0,0,0,CHO,ConHC,374.027248068063,0.396960214682364,2,C17H10O10,0.428571428571429,0.666666666666667,13,3,3,43.5352941176471,372.603454168487,0.396545831512526,0.588235294117647,0.588235294117647,0.588235294117647,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C14H15O10P,14,15,10,0,0,0,1,0,CHOP,Tannin,374.040388189906,-0.280657942862818,2,C14H15O10P,0,0.25,8,-2,-3,60.3,372.616579617953,0.383420382046893,0,0.714285714285714,1.07142857142857,0,0.0714285714285714,0,Tannin,Tannin,Phytochemical
C14H14O12,14,14,12,0,0,0,0,0,CHO,Tannin,374.04849580871,0.0804865945041881,3,C14H14O12,0,0.25,8,-4,-4,39.9428571428571,372.624678183717,0.375321816282508,0.714285714285714,0.857142857142857,1,0,0,NA,Tannin,Tannin,Other
C18H14O9,18,14,9,0,0,0,0,0,CHO,ConHC,374.063785033393,-0.00798017025859952,2,C18H14O9,0.333333333333333,0.555555555555556,12,3,3,53.9666666666667,372.639950336316,0.360049663684379,0.222222222222222,0.5,0.777777777777778,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C15H18O9S,15,18,9,0,0,1,0,0,CHOS,Lignin,374.067080745881,0.192801833215538,3,C15H18O9S,0,0.157894736842105,7,-2,-3,56.5,372.643242368782,0.356757631218386,0.133333333333333,0.6,1.2,0,0,NA,Lignin,Lignin,Other
C15H19O9P,15,19,9,0,0,0,1,0,CHOP,Lignin,374.076796560793,-0.341753335134903,2,C15H19O9P,0,0.157894736842105,7,-2,-3,71.7,372.652947334928,0.347052665072113,-0.4,0.6,1.26666666666667,0,0.0666666666666667,0,Lignin,Lignin,Phytochemical
C15H18O11,15,18,11,0,0,0,0,0,CHO,Tannin,374.084813915255,0.260651171652165,3,C15H18O11,0,0.157894736842105,7,-4,-4,52.7,372.66095573714,0.339044262859773,0.266666666666667,0.733333333333333,1.2,0,0,NA,Tannin,Tannin,Other
C14H19O8N2P,14,19,8,2,0,0,1,0,CHONP,Lignin,374.087852809584,0.131780584014045,4,C14H19O8N2P,0,0,7,-1,-4,64.3714285714286,372.663991238213,0.336008761787355,-0.142857142857143,0.571428571428571,1.35714285714286,0.142857142857143,0.0714285714285714,2,Lignin;Amino Sugar,Lignin,Protein
C19H18O8,19,18,8,0,0,0,0,0,CHO,Lignin,374.100060322016,0.286641451503754,2,C19H18O8,0.272727272727273,0.466666666666667,11,3,3,63.3,372.676185119627,0.323814880372709,-0.105263157894737,0.421052631578947,0.947368421052632,0,0,NA,Lignin,Lignin,Other
C16H22O8S,16,22,8,0,0,1,0,0,CHOS,Lignin,374.103310925233,0.607981166056013,2,C16H22O8S,0,0.0909090909090909,6,-2,-3,67.425,372.679432093192,0.320567906808321,-0.25,0.5,1.375,0,0,NA,Lignin,Lignin,Other
C11H23O10N2P,11,23,10,2,0,0,1,0,CHONP,Carb,374.109189374952,-0.42205659932449,1,C11H23O10N2P,0,0,2,-8,-11,65.4818181818182,372.685303978981,0.31469602101879,-0.181818181818182,0.909090909090909,2.09090909090909,0.181818181818182,0.0909090909090909,2,Carbohydrate,Carbohydrate,Amino Sugar
C16H23O8P,16,23,8,0,0,0,1,0,CHOP,Lignin,374.113181956181,-0.341423632154293,2,C16H23O8P,0,0.0909090909090909,6,-2,-3,81.675,372.689292102058,0.310707897941654,-0.75,0.5,1.4375,0,0.0625,0,Lignin,Lignin,Lipid
C16H22O10,16,22,10,0,0,0,0,0,CHO,Lignin,374.121287750039,0.0245299091222296,3,C16H22O10,0,0.0909090909090909,6,-4,-4,63.8625,372.697388844914,0.302611155085515,-0.125,0.625,1.375,0,0,NA,Lignin;Amino Sugar,Lignin,Other
C15H23O7N2P,15,23,7,2,0,0,1,0,CHONP,Protein,374.12437489392,-0.233292792844695,1,C15H23O7N2P,0,0,6,-1,-4,75.5,372.700472541663,0.299527458336968,-0.533333333333333,0.466666666666667,1.53333333333333,0.133333333333333,0.0666666666666667,2,Protein,Protein,Protein
C13H27O10P,13,27,10,0,0,0,1,0,CHOP,Carb,374.134285616241,-0.272678941209463,2,C13H27O10P,0,0,1,-9,-10,86.6076923076923,372.710372197583,0.289627802416987,-0.923076923076923,0.769230769230769,2.07692307692308,0,0.0769230769230769,0,Carbohydrate,Carbohydrate,Other
C20H22O7,20,22,7,0,0,0,0,0,CHO,Lignin,374.136565596394,-0.0335051282797568,2,C20H22O7,0.230769230769231,0.393939393939394,10,3,3,71.7,372.71264963189,0.287350368110253,-0.4,0.35,1.1,0,0,NA,Lignin,Lignin,Other
C18H22O3N4S,18,22,3,4,0,1,0,0,CHONS,Lignin,374.141089074618,0.460277385459974,3,C18H22O3N4S,0.2,0.304347826086957,10,7,2,63.4666666666667,372.717168059158,0.28283194084247,-0.111111111111111,0.166666666666667,1.22222222222222,0.222222222222222,0,NA,Other,Lignin,Protein
C17H27O7P,17,27,7,0,0,0,1,0,CHOP,Protein,374.14957686926,-0.366532180784298,2,C17H27O7P,0,0.04,5,-2,-3,90.4764705882353,372.725646376252,0.274353623747743,-1.05882352941176,0.411764705882353,1.58823529411765,0,0.0588235294117647,0,Protein,Protein,Lipid
C17H26O9,17,26,9,0,0,0,0,0,CHO,Protein,374.157599840719,0.220743292571438,2,C17H26O9,0,0.04,5,-4,-4,73.7117647058824,372.73366038919,0.266339610810348,-0.470588235294118,0.529411764705882,1.52941176470588,0,0,NA,Protein,Protein,Other
C14H31O9P,14,31,9,0,0,0,1,0,CHOP,Other,374.170643082784,-0.197714026159207,2,C14H31O9P,0,0,0,-9,-10,96.9428571428571,372.746689067054,0.253310932945965,-1.28571428571429,0.642857142857143,2.21428571428571,0,0.0714285714285714,0,Other,Other,Other
C21H26O6,21,26,6,0,0,0,0,0,CHO,Lignin,374.172837636067,0.269744682882695,1,C21H26O6,0.2,0.333333333333333,9,3,3,79.3,372.748881169879,0.251118830120788,-0.666666666666667,0.285714285714286,1.23809523809524,0,0,NA,Lignin,Lignin,Other
C18H31O6P,18,31,6,0,0,0,1,0,CHOP,Protein,374.185983151076,-0.422018415283911,2,C18H31O6P,0,0,4,-2,-3,98.3,372.762012006489,0.23798799351124,-1.33333333333333,0.333333333333333,1.72222222222222,0,0.0555555555555556,0,Protein,Protein,Lipid
C18H30O8,18,30,8,0,0,0,0,0,CHO,Protein,374.194072583283,-0.012409291266897,1,C18H30O8,0,0,4,-4,-4,82.4666666666667,372.770092405963,0.229907594036547,-0.777777777777778,0.444444444444444,1.66666666666667,0,0,NA,Protein,Protein,Other
C19H35O5P,19,35,5,0,0,0,1,0,CHOP,Lipid,374.222376007719,-0.441619020115228,2,C19H35O5P,0,0,3,-2,-3,105.3,372.798364226543,0.201635773457099,-1.57894736842105,0.263157894736842,1.84210526315789,0,0.0526315789473684,0,Lipid,Lipid,Lipid
C19H34O7,19,34,7,0,0,0,0,0,CHO,Protein,374.230376376102,0.205942657914384,1,C19H34O7,0,0,3,-4,-4,90.3,372.806355661643,0.193644338356933,-1.05263157894737,0.368421052631579,1.78947368421053,0,0,NA,Protein,Protein,Other
C20H38O6,20,38,6,0,0,0,0,0,CHO,Protein,374.266845100845,-0.0164279715816689,1,C20H38O6,0,0,2,-4,-4,97.35,372.842783665082,0.157216334917791,-1.3,0.3,1.9,0,0,NA,Lipid;Protein,Lipid,Other
C21H43O3P,21,43,3,0,0,0,1,0,CHOP,Lipid,374.295105055212,-0.329415507942654,1,C21H43O3P,0,0,1,-2,-3,117.3,372.871012064132,0.128987935868281,-2,0.142857142857143,2.04761904761905,0,0.0476190476190476,0,Lipid,Lipid,Lipid
C17H13O9N,17,13,9,1,0,0,0,0,CHON,ConHC,375.059018648653,0.0329887991964017,2,C17H13O9N,0.285714285714286,0.565217391304348,12,3,2,46.8882352941176,373.63407266483,0.36592733517017,0.470588235294118,0.529411764705882,0.764705882352941,0.0588235294117647,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C18H17O8N,18,17,8,1,0,0,0,0,CHON,Lignin,375.095339662128,0.204922758071406,3,C18H17O8N,0.222222222222222,0.461538461538462,11,3,2,57.1333333333333,373.670353121937,0.329646878063272,0.111111111111111,0.444444444444444,0.944444444444444,0.0555555555555556,0,NA,Lignin,Lignin,Other
C15H22O8NP,15,22,8,1,0,0,1,0,CHONP,Lignin,375.108349471314,-0.123359328318323,3,C15H22O8NP,0,0,6,-2,-4,75.5,373.683348404254,0.316651595746464,-0.533333333333333,0.533333333333333,1.46666666666667,0.0666666666666667,0.0666666666666667,1,Protein,Lignin,Lipid
C19H21O7N,19,21,7,1,0,0,0,0,CHON,Lignin,375.131847630098,-0.121546858359573,2,C19H21O7N,0.181818181818182,0.379310344827586,10,3,2,66.3,373.706820324783,0.29317967521655,-0.210526315789473,0.368421052631579,1.10526315789474,0.0526315789473684,0,NA,Lignin,Lignin,Other
C21H46O2NP,21,46,2,1,0,0,1,0,CHONP,Lipid,375.326685434669,-0.184369168578602,1,C21H46O2NP,0,0,0,-2,-4,120.014285714286,373.901440571721,0.0985594282786906,-2.09523809523809,0.0952380952380952,2.19047619047619,0.0476190476190476,0.0476190476190476,1,Lipid,Lipid;Unsat Hydrocarbon,Lipid
C16H8O11,16,8,11,0,0,0,0,0,CHO,ConHC,376.00673643871,-0.200365584577965,3,C16H8O11,0.4,0.714285714285714,13,2,2,35.3625,374.580732224736,0.419267775264132,0.875,0.6875,0.5,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C17H12O10,17,12,10,0,0,0,0,0,CHO,ConHC,376.042968266446,0.208326602112094,2,C17H12O10,0.285714285714286,0.583333333333333,12,2,2,46.8882352941176,374.616923595689,0.383076404310657,0.470588235294118,0.588235294117647,0.705882352941177,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C14H17O10P,14,17,10,0,0,0,1,0,CHOP,Tannin,376.056022814522,-0.238097029214005,2,C14H17O10P,0,0.125,7,-3,-4,64.3714285714286,374.62996356694,0.370036433059624,-0.142857142857143,0.714285714285714,1.21428571428571,0,0.0714285714285714,0,Tannin,Tannin,Phytochemical
C14H16O12,14,16,12,0,0,0,0,0,CHO,Tannin,376.064120805923,0.146711354388519,4,C14H16O12,0,0.125,7,-5,-5,44.0142857142857,374.638052516052,0.3619474839482,0.571428571428572,0.857142857142857,1.14285714285714,0,0,NA,Tannin,Tannin,Other
C18H16O9,18,16,9,0,0,0,0,0,CHO,Lignin,376.079436469697,-0.0115858416929403,2,C18H16O9,0.222222222222222,0.481481481481481,11,2,2,57.1333333333333,374.653351078219,0.346648921781195,0.111111111111111,0.5,0.888888888888889,0,0,NA,Lignin,Lignin,Other
C15H20O9S,15,20,9,0,0,1,0,0,CHOS,Lignin,376.082756096465,0.124532257321359,3,C15H20O9S,0,0.0526315789473684,6,-3,-4,60.3,374.656666998262,0.343333001738074,0,0.6,1.33333333333333,0,0,NA,Lignin,Lignin,Other
